tablescraper-selected-row,u-xs-avatar src,text-primary,text-primary href,d-none,u-label,text-nowrap,small,d-block,text-danger,tablescraper-selected-row 2,tablescraper-selected-row 3,tablescraper-selected-row 4,tablescraper-selected-row 5,text-success,tablescraper-selected-row 6
231,https://bscscan.com/token/images/xprocommunity_32.png?=v74,XProject (XPRO),https://bscscan.com/token/0x7c1b2f618569789941b88680966333f3e8fedc61,"XProject is a 100% community token created to contribute to the growth of the digital world by providing software, bots and digital services on the Blockchain network.",,$0.00 ,0.000000 BTC,0.000000 BNB,-0.18%,$262.00 ,"$418,812.00 ",$0.00 ,"4,486",,
232,https://bscscan.com/token/images/goosedefi_32.png,Goose Golden Egg (EGG),https://bscscan.com/token/0xf952fc3ca7325cc27d15885d37117676d25bfda6,Goose Finance is a AMM and yield farm project on BSC.,,$0.03 ,0.000002 BTC,0.000095 BNB,,"$4,403.00 ","$400,188.00 ","$409,004.00 ","11,055",2.70%,
233,https://bscscan.com/token/images/helmet_32.png,Helmet.insure Governance Token (Helmet),https://bscscan.com/token/0x948d2a81086a075b3130bac19e4c6dee1d2e3fe8,"Helmet is a peer-to-peer price-shield insurance protocol on BSC, originated from option trading logic. Helmet allows usersto create insurance policy of any cryptoasset in the market, protecting DeFi users against the risk of price fluctuations.",,$0.01 ,0.000001 BTC,0.000032 BNB,-0.87%,"$45,207.00 ","$389,533.00 ","$454,305.00 ","13,118",,
234,https://bscscan.com/token/images/energyfi_32.png,Energyfi Token (EFT),https://bscscan.com/token/0xae98e63db1c4646bf5b40b29c664bc922f71bc65,"The Energyfi platform includes a wide range of features, all designed to enable the adoption of the Green networks and the emergence of an eco-friendly Decentralized Finance. This includes cross-chain Launchpad, Dex, Staking/Farming and Lending features.",,$0.00 ,0.000000 BTC,0.000010 BNB,,"$26,769.00 ","$383,409.00 ","$450,119.00 ","1,433",23.34%,
235,https://bscscan.com/token/images/hakkafinance_32.png,Hakka Finance on xDai on BSC (HAKKA),https://bscscan.com/token/0x1d1eb8e8293222e1a29d2c0e4ce6c0acfd89aaac,"Hakka Finance is a decentralized financial ecosystem, providing advanced products to the DeFi community that allow users to achieve financial sovereignty. It has already launched four official DeFi products: BlackHoleSwap, 3F Mutual, Hakka Intelligence, and iGain.",,$0.00 ,0.000000 BTC,0.000005 BNB,-18.22%,$479.00 ,"$380,757.00 ","$119,718.00 ","4,749",,
236,https://bscscan.com/token/images/revolvegames_32.png?v=4,REVOLVE_GAMES (RPG),https://bscscan.com/token/0x01E0d17a533E5930A349C2BB71304F04F20AB12B,"Revolve Games aims to redefine blockchain gaming, with a robust gaming ecosystem that is plugged into the heart of DeFi. Actionable RPG. Stake tethered NFT assets and earn rewards according to performance.",,$0.01 ,0.000000 BTC,0.000028 BNB,-0.53%,"$1,601.00 ","$373,429.00 ","$764,258.00 ","8,726",,
237,https://bscscan.com/token/images/lunachow_32.png?=v1,LunaChow on xDai from xDai (LUCHOW),https://bscscan.com/token/0xe4e8e6878718bfe533702d4a6571eb74d79b0915,LunaChow is a decentralized ERC-20 token on Ethereum networ with an initial aggressive burn structure. Circulating supply is only 0.1% of the initial total supply.,,$0.00 ,0.000000 BTC,0.000000 BNB,,$12.00 ,"$369,567.00 ","$33,629.00 ","4,198",1.98%,
238,https://bscscan.com/token/images/streamity_32.png,Streamity (STM),https://bscscan.com/token/0x90df11a8cce420675e73922419e3f4f3fe13cccb,"Streamity is an autonomous company with a community management system created on the Binance Smart Chain to provide services in finance, education, healthcare, science and sports spheres.",,$0.01 ,0.000001 BTC,0.000035 BNB,-1.09%,$0.00 ,"$364,868.00 ","$1,003,729.00 ","1,655",,
239,https://bscscan.com/token/images/nanobyte_32.png,NanoByte Token (NBT),https://bscscan.com/token/0x1D3437E570e93581Bd94b2fd8Fbf202d4a65654A,"NanoByte token is bridging cryptocurrency to real world financial application, by integrating crypto to FIAT products such as e-money, credit cards, insurance, and other investments. NanoByte token is making decentralized finance mainstream and legitimate.",,$0.00 ,0.000000 BTC,0.000016 BNB,-8.32%,"$92,408.00 ","$352,641.00 ","$41,990,193.00 ","11,106",,
240,https://bscscan.com/token/images/venus-vbch_32.png,Venus BCH (vBCH),https://bscscan.com/token/0x5f0388ebc2b94fa8e123f404b79ccf5f40b29176,Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,,$2.22 ,0.000130 BTC,0.007764 BNB,-2.35%,$93.00 ,"$343,203.00 ","$1,530,800.00 ",667,,
241,https://bscscan.com/token/images/easyv2_32.png?v=3,Easy V2 (EZ),https://bscscan.com/token/0x5512014efa6cd57764fa743756f7a6ce3358cc83,Lending protocol for digital assets. EasyFi is a protocol built with a vision to solve some of the inherent challenges faced by gen 1 DeFi solutions with respect to the transaction speed and cost which are a bottleneck for DeFi operations at scale.,,$0.05 ,0.000003 BTC,0.000170 BNB,-5.08%,"$5,561.00 ","$339,940.00 ","$31,656.00 ","4,357",,
242,https://bscscan.com/token/images/wolfsafepoor_32.png,WolfSafePoorPeople (WSPP),https://bscscan.com/token/0x46d502fac9aea7c5bc7b13c8ec9d02378c33d36f,WolfSafePoorPeople is a charity based project built on Binance Smart Chain.,,$0.00 ,0.000000 BTC,0.000000 BNB,-3.35%,$935.00 ,"$227,695.00 ",$0.00 ,"159,780",,
243,https://bscscan.com/token/images/heroblaze3kd_32.png,Mudol2 Token (MUDOL2),https://bscscan.com/token/0x5e7f472B9481C80101b22D0bA4ef4253Aa61daBc,Hero Blaze: Three Kingdoms is a BNB Chain-based casual RPG mobile game integrated with P2E.,,$0.02 ,0.000001 BTC,0.000063 BNB,-6.69%,"$3,987.00 ","$202,521.00 ","$3,722,429.00 ","3,411",,
244,https://bscscan.com/token/images/dosnetwork_32.png,DOS Network Token BEP20 (DOS),https://bscscan.com/token/0xdc0f0a5719c39764b011edd02811bd228296887c,DOS Network is a scalable layer-2 protocol that offers decentralized data feed oracle and decentralized verifiable computation oracle to mainstream blockchains.,Cross-Chain,$0.00 ,0.000000 BTC,0.000004 BNB,-9.94%,"$2,159.00 ","$157,329.00 ","$1,191,670.00 ",475,,
245,https://bscscan.com/token/images/orionmoney_32.png,Orion Money Token [via ChainPort.io] (ORION),https://bscscan.com/token/0x5530ec23f4ee1521182bd158c09f4ca7efec1ef0,"Orion Money’s vision is to become a cross-chain stablecoin bank providing seamless and frictionless stablecoin saving, lending, and spending. Within the Orion Money stablecoin bank, we have three main products planned — Orion Saver, Orion Yield and Insurance, and Orion Pay.",,$0.00 ,0.000000 BTC,0.000006 BNB,-4.65%,"$8,573.00 ","$150,892.00 ","$13,614.00 ","2,433",,
246,https://bscscan.com/token/images/etherland_32.png,Etherland (bELAND),https://bscscan.com/token/0x708Cb02ad77E1B245B1640cee51B3Cc844bcAeF4,"It is a utility token stepping the global real estate into the digital-green economy, to exchange NFT collectibles and is used for a number of applications including Etherland.",,$0.00 ,0.000000 BTC,0.000015 BNB,,"$14,547.00 ","$150,843.00 ","$23,259.00 ","1,215",0.52%,
247,https://bscscan.com/token/images/sakeswap_32.png,SakeToken (SAKE),https://bscscan.com/token/0x8bd778b12b15416359a227f0533ce2d91844e1ed,"SAKE is the governance token in DeFi that supports both spot market and futures market with SakeSwap's AMM, DEX and SakePerp Perpetual Contract.",,$0.00 ,0.000000 BTC,0.000007 BNB,,"$37,490.00 ","$145,429.00 ","$27,370.00 ","1,385",4.03%,
248,https://bscscan.com/token/images/gamyfi_32.png,GamyFi (GFX),https://bscscan.com/token/0x65ad6a2288b2dd23e466226397c8f5d1794e58fc,"GamyFi is a blockchain-based E-Sports and gaming platform which incentivizes gamers and sports enthusiasts for their skills and knowledge with exciting rewards and NFTs. GamyFi has multiple products such as the fantasy sports app, NFT Battle Royale & NFT marketplace.",,$0.04 ,0.000003 BTC,0.000150 BNB,,"$14,994.00 ","$136,970.00 ","$42,807.00 ","1,050",2.37%,
249,https://bscscan.com/token/images/littleangrybunnyv2_32.png,Little Angry Bunny v2 (LAB v2),https://bscscan.com/token/0x07f5ceded6b3dba557b3663edc8941fb37b63945,"Little Angry Bunny v2 is a decentralized network under Binance Smart Chain (BEP-20). LAB v2 tokenomics is 4 % burn and 7 % redistribution on each transactions. LAB v2 is multiple usecases project which are Charity , LAB v2 Swap , Gaming ,NFY marketplace , LAB v2 Ecommerce website.",,$0.00 ,0.000000 BTC,0.000000 BNB,-0.24%,"$5,494.00 ","$134,512.00 ",$0.00 ,"31,880",,
250,https://bscscan.com/token/images/tycoontoken_32.png,Tycoon Token (TYC),https://bscscan.com/token/0x8DFD366ff98390ea35EaacB35673279218A596A5,Tycoon is a social trading platform where followers can connect to any trader in the world just by using their API and without giving away their funds out of their hands. Traders can easily be followed and their strategy will be automatically shared with all their followers in realtime.,,$0.00 ,0.000000 BTC,0.000005 BNB,-48.67%,$62.00 ,"$129,219.00 ",$149.00 ,12,,
251,https://bscscan.com/token/images/goswapp_32.png,GoSwapp (GOFI),https://bscscan.com/token/0x6b8227a0e18bd35a10849601db194b24aab2c8ea,GoSwapp is a defi app to bring the Uniswap trading experience to mobile phones. GoSwapp gives users the ability to track the performance of their favorite tokens and manage their trades from anywhere in the world.,,$0.78 ,0.000045 BTC,0.002713 BNB,,--,$64.00 ,"$128,482.00 ","$776,852.00 ",,"1,637"
252,https://bscscan.com/token/images/lympomarkettoken_32.png?v=2,Lympo Market Token (LMT),https://bscscan.com/token/0x9617857e191354dbea0b714d78bc59e57c411087,Lympo is building a sports NFTs ecosystem including NFTs with IP rights of world-famous athletes and clubs.,,$0.00 ,0.000000 BTC,0.000003 BNB,-6.35%,$396.00 ,"$126,139.00 ","$96,668.00 ","5,351",,
253,https://bscscan.com/token/images/anrkeyx_32.png,pTokens $ANRX ($ANRX),https://bscscan.com/token/0xe2e7329499e8ddb1f2b04ee4b35a8d7f6881e4ea,"AnRKey X aims to make it easy for billions of gamers around the world to easily monetize their game play, participate in ownership & earn real money.",,$0.00 ,0.000000 BTC,0.000005 BNB,,"$1,083.00 ","$124,250.00 ","$43,918.00 ","4,382",6.86%,
254,https://bscscan.com/token/images/ysec_32.png,Yearn Secure (YSEC),https://bscscan.com/token/0x56a0f16af7c8098141b363094fcf864d52831326,"YSEC is a decentralized platform and a new window on the future technology for digital banking, exchange and payment terminals, Yearn Secure also tries to improve the economic life of people by avoiding high risks and stabilizing and investing.",,$0.11 ,0.000007 BTC,0.000397 BNB,,--,$15.00 ,"$108,756.00 ","$113,798.00 ",,66
255,https://bscscan.com/token/images/berrydata_32.png,Berry Tributes (BRY),https://bscscan.com/token/0xf859Bf77cBe8699013d6Dbc7C2b926Aaf307F830,Berry Data is a transparent community-verified price oracles on BSC. It provides a trustless and decentralized alternative for off-chain data and the infrastructure for DAPPs(decentralized applications) to query off-chain data by properly incentivizing miners to provide data.,,$0.05 ,0.000003 BTC,0.000177 BNB,-2.77%,"$6,313.00 ","$101,485.00 ","$483,674.00 ","19,345",,
256,https://bscscan.com/token/images/cafeswap_32.png,CafeSwap Token (BREW),https://bscscan.com/token/0x790be81c3ca0e53974be2688cdb954732c9862e1,CafeSwap is a yield farming and staking platform on BSC Chain.,,$0.01 ,0.000000 BTC,0.000018 BNB,,--,$1.00 ,"$100,767.00 ","$104,841.00 ",,"9,209"
257,https://bscscan.com/token/images/hedgepay_32.png,HedgePay (HPAY),https://bscscan.com/token/0xc75aa1fa199eac5adabc832ea4522cff6dfd521a,"HedgePay automatically secures your investment on the blockchain. Simply meet the minimum HedgePay balance to generate your individual cryptocurrency monthly income. Accessible, secure, and unique. Secure your financial freedom indefinitely.",,$0.00 ,0.000000 BTC,0.000003 BNB,-1.13%,$11.00 ,"$96,515.00 ","$97,259.00 ","5,343",,
258,https://bscscan.com/token/images/ampleswap_32.png,AmpleSwap Token (AMPLE),https://bscscan.com/token/0x335f6e0e804b70a96bf9eb8af31588942e9b2515,AmpleSwap is an AMM DEX on Binance Smart Chain (BSC) provides friendly trading and better project support,,$0.00 ,0.000000 BTC,0.000001 BNB,-4.17%,$152.00 ,"$92,929.00 ","$107,877.00 ","9,949",,
259,https://bscscan.com/token/images/robustprotocol_32.png?v=3,Robust Token (RBT),https://bscscan.com/token/0x891e4554227385c5c740f9b483e935e3cbc29f01,RobustSwap by the Robust Protocol team is a revolutionary decentralized exchange (DEX) with yield farming and automated market maker (AMM) on the Binance Smart Chain designed to optimize profitability through scarcity and liquidity.,,$2.45 ,0.000143 BTC,0.008557 BNB,-9.32%,$600.00 ,"$89,038.00 ","$223,839.00 ","4,734",,
260,https://bscscan.com/token/images/workquest_32.png,WorkQuest Token (WQT),https://bscscan.com/token/0xe89508D74579A06A65B907c91F697CF4F8D9Fac7,WorkQuest is an online marketplace and decentralized payment provider connecting employers with employees anywhere in the world powered by smart contracts and governed by DAO.,,$0.00 ,0.000000 BTC,0.000007 BNB,-1.12%,"$97,341.00 ","$85,792.00 ","$55,712.00 ","2,484",,
261,https://bscscan.com/token/images/travelcarev2_32.png,TravelCare (TRAVEL),https://bscscan.com/token/0x826e5ec70dbc5607ff9218011fbb97f9a8d97953,"Travel Care’s online travel booking platform accepts cryptocurrency and rewards travelers with tokens, making it the most worthwhile travel booking site for crypto enthusiasts.
As a utility token, TRAVEL increases the benefits that travelers get from traditional points by awarding them in crypto.",,$0.00 ,0.000000 BTC,0.000001 BNB,-1.25%,$114.00 ,"$79,298.00 ","$79,285.00 ","7,963",,
262,https://bscscan.com/token/images/bunicorn_32.png?v=7,Buni Token (BUNI),https://bscscan.com/token/0x0e7beec376099429b85639eb3abe7cf22694ed49,"Bunicorn is a BSC-powered DEX that combines: flexible pools with a customizable number of tokens, weight, fee; and stable pools with super low slippage, high capital efficiency for swapping stable coin.",,$0.00 ,0.000000 BTC,0.000009 BNB,-0.63%,$32.00 ,"$69,562.00 ","$369,806.00 ","14,957",,
263,https://bscscan.com/token/images/twinci_32.png?v=2,Twinci (TWIN),https://bscscan.com/token/0xaf83f292fced83032f52ced45ef7dbddb586441a,"Twinci is a decentralized NFTs social networking application on blockchain where users can create, sell, and collect digital products. Users can receive rewards through the works that people drop a heart.",,$0.03 ,0.000002 BTC,0.000113 BNB,,"$24,807.00 ","$64,299.00 ","$161,750.00 ","3,206",0.66%,
264,https://bscscan.com/token/images/lpkkriptonbsc_32.png,Kripton (LPK),https://bscscan.com/token/0x9b71b5511998e0798625b8fa74e86d8192de78c1,"Kripton (LPK), a native crypto-fiat token along with a full-fledged financial inclusion platform with hybrid crypto-fiat and self credit scoring.",,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,"$54,259.00 ","$30,090.00 ",,883
265,https://bscscan.com/token/images/payrue_32.png,Propel (PROPEL),https://bscscan.com/token/0x9b44df3318972be845d83f961735609137c4c23c,"PROPEL is the native token of PayRue a digital asset platform. PROPEL is used to pay for commissions, community rewards for engagement, liquidity mining, and governance voting.",Cross-Chain,$0.00 ,0.000000 BTC,0.000000 BNB,,$378.00 ,"$50,844.00 ","$67,680.00 ","28,647",28.44%,
266,https://bscscan.com/token/images/argonrun_32.png?v=2,ArgonToken (ARGON),https://bscscan.com/token/0x851f7a700c5d67db59612b871338a85526752c25,"Argon aims to offer blockchain-based freelancer platform on the Binance Chain network, working with fully decentralized and smart contracts.",Cross-Chain,$0.00 ,0.000000 BTC,0.000002 BNB,-4.06%,"$4,715.00 ","$48,732.00 ","$71,250.00 ","28,522",,
267,https://bscscan.com/token/images/cubiex_32.png,Cubiex (CBIX),https://bscscan.com/token/0x34681c1035f97e1edcccec5f142e02ff81a3a230,Cubiex is a next-generation tokenized social network for eSports & gaming enthusiasts with the vision to connect gamers on a global basis.,Cross-Chain,$0.00 ,0.000000 BTC,0.000002 BNB,-1.20%,$0.00 ,"$43,193.00 ","$90,170.00 ","2,666",,
268,https://bscscan.com/token/images/bagel_32.png,BAGEL (BAGEL),https://bscscan.com/token/0xbb238fce6e2ee90781cd160c9c6eaf3a4cfad801,"A cross-chain leveraged yield farming protocol based on Ethereum, BSC, and HECO. Bagels aims to provide users with up to 10x leverage to earn the higher APY in DeFi liquidity farming market through strategically interacting with multiple DeFi products for farming.",,$0.00 ,0.000000 BTC,0.000004 BNB,,--,$1.00 ,"$32,989.00 ","$112,913.00 ",,"4,954"
269,https://bscscan.com/token/images/rigelprotocol_32.png,RigelToken (RGP),https://bscscan.com/token/0xfa262f303aa244f9cc66f312f0755d89c3793192,"Rigel Protocol is a decentralized protocol of a number of DEFI products. Those products includes cross-chain, swapping, yield-farming, margin trading and more.",,$0.04 ,0.000002 BTC,0.000127 BNB,,$15.00 ,"$32,635.00 ","$706,852.00 ","5,692",0.15%,
270,https://bscscan.com/token/images/flashx_32.png?=v1,FlashX Ultra (FSXU),https://bscscan.com/token/0xa94b7a842aadb617a0b08fa744e033c6de2f7595,FSXU is the second dapp and governance token of FlashX Coin Project. It has a total supply of 200M tokens.,,$0.00 ,0.000000 BTC,0.000001 BNB,,--,$0.00 ,"$31,892.00 ","$30,189.00 ",,"3,449"
271,https://bscscan.com/token/images/staysbase_32.png,StaysBASE (SBS),https://bscscan.com/token/0xc1d99537392084cc02d3f52386729b79d01035ce,"StaysBASE Protocol acts as a one-stop trading instrument which allows holders to speculate on the crypto industry, world stock market and gold market simultaneously,",,$0.01 ,0.000000 BTC,0.000028 BNB,,--,$1.00 ,"$25,703.00 ","$37,892.00 ",,"59,910"
272,https://bscscan.com/token/images/ubu_32.png,UBUToken (UBU),https://bscscan.com/token/0xd2ddfba7bb12f6e70c2aab6b6bf9edaef42ed22f,"UBU Finance (Universal Binance Union) - is a platform that combines DEFI applications with functions, such as deflation, benefit sharing.",,$0.00 ,0.000000 BTC,0.000007 BNB,,--,"$35,379.00 ","$18,540.00 ","$29,475.00 ",,"3,088"
273,https://bscscan.com/token/images/squirrel_32.png,Squirrel Finance (NUTS),https://bscscan.com/token/0x8893d5fa71389673c5c4b9b3cb4ee1ba71207556,"NUTS is an ecosystem to empower simple and secure DeFi, the flagship product is providing farm insurance.",,$0.03 ,0.000002 BTC,0.000109 BNB,,--,$5.00 ,"$16,885.00 ","$16,885.00 ",,"3,333"
274,https://bscscan.com/token/images/mushroomsfinance_32.png,MMToken (MM),https://bscscan.com/token/0x73f059db0182dc2ed716d028e1b13033cfcbf63b,Mushrooms Finance is a crypto-earning vault with a focus on seeking sustainable profit in the DeFi universe and creates a version of Mushrooms Finance smart contracts out of inspiration from DeFi projects like Yearn Finance (YFI) and Sushiswap among many others.,,$0.04 ,0.000003 BTC,0.000150 BNB,,--,$2.00 ,"$13,804.00 ","$4,197.00 ",,204
275,https://bscscan.com/token/images/fusible_32.png,Fusible | Fusible.io (FUSII),https://bscscan.com/token/0x3a50d6daacc82f17a2434184fe904fc45542a734,"Fusible is a price discovery protocol that unlocks liquidity from NFTs offering refined price discovery, opportunity for fractional ownership, and Liquid marketplace.",,$0.03 ,0.000002 BTC,0.000095 BNB,,--,$308.00 ,"$12,631.00 ","$272,233.00 ",,769
276,https://bscscan.com/token/images/2localbsc_32.png,2local Token (2LC),https://bscscan.com/token/0x11f6ecc9e2658627e0876212f1078b9f84d3196e,2local is a loyalty platform supporting sustainability and prosperity for all. The first project to share the profit from Yield Farms and Staking Pools with its users.,,$0.00 ,0.000000 BTC,0.000000 BNB,-13.73%,$206.00 ,"$6,374.00 ","$60,300.00 ","27,277",,
277,https://bscscan.com/token/images/multiplier_32.png,Multiplier (bMXX),https://bscscan.com/token/0x4131b87f74415190425ccd873048c708f8005823,Multi-Chain Lend (MCL) is an algorithmic money market system designed to bring secure and unique lending and borrowing opportunities like flash loans onto the Binance Smart Chain.,,$0.00 ,0.000000 BTC,0.000008 BNB,-8.02%,$120.00 ,"$5,058.00 ","$6,660.00 ","5,500",,
278,https://bscscan.com/token/images/sfcapital_32.png,SF Capital (SFCP),https://bscscan.com/token/0x5ce8e55e256e4bd58cea94963d4cb280de6b8bb2,SF Capital Token is a platform for the future of funding that powering dat for the new equity blockchain.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$5.00 ,"$3,830.00 ","$5,174.00 ",,94
279,https://bscscan.com/token/images/bgovtoken_32.png,BGOV Token (BGOV),https://bscscan.com/token/0xf8e026dc4c0860771f691ecffbbdfe2fa51c77cf,A DeFi platform offering margin trading on BSC. The project recently launched fully decentralized margin trading and lending on Binance Smart Chain along with the new BGOV governance token.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,$0.00 ,$0.00 ,,"3,401"
-,https://bscscan.com/token/images/binance-beth_32.png,Binance Beacon ETH (BETH),https://bscscan.com/token/0x250632378e573c6be1ac2f97fcdf00515d0aa91b,"BETH tokenizes that users have staked their ETH in a 1:1 ratio in Binance. Also, BETH brings users two rights, one is to redeem ETH in a 1:1 ratio when ETH2.0 Phase 1 goes live; the other is the staking benefit will be distributed in the form of BETH to users according to their BETH holdings.",Cross-Chain,"$1,511.70 ",0.088286 BTC,5.280135 BNB,,"$5,906,871.00 ",--,"$2,267,553,779.00 ","10,400",5.13%,
-,https://bscscan.com/token/images/pstakebnb_32.png,Staked BNB (stkBNB),https://bscscan.com/token/0xc2E9d07F66A89c44062459A47a0D2Dc038E4fb16,"pSTAKE is a liquid staking protocol that unlocks liquidity for your staked assets. With pSTAKE, you can securely stake your Proof-of-Stake (PoS) assets, participate in protocol improvements and security to earn staking rewards, and receive staked underlying representative tokens (stkASSETs).",,$291.63 ,0.017032 BTC,1.018617 BNB,-0.81%,"$60,383.00 ",--,"$778,652.00 ","1,031",,
-,https://bscscan.com/token/images/bch-abc_32.png,Binance-Peg Bitcoin Cash ABC (BCHA),https://bscscan.com/token/0xd475c9c934dcd6d5f1cac530585aa5ba14185b92,,Cross-Chain,$114.35 ,0.006678 BTC,0.399399 BNB,-0.01%,"$239,526.00 ",--,"$927,820.00 ",535,,
-,https://bscscan.com/token/images/venus-vbeth_32.png,Venus BETH (vBETH),https://bscscan.com/token/0x972207a639cc1b374b893cc33fa251b55ceb7c07,Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,,$63.28 ,0.003695 BTC,0.221016 BNB,,--,$0.00 ,--,"$12,314,036.00 ",,"1,445"
-,https://bscscan.com/token/images/octree1_32.png,Octree Finance (OCT),https://bscscan.com/token/0x49277cc5be56b519901e561096bfd416277b4f6d,Octree is a yield farming ecosystem running on the BSC. It will instantly split the 1% of transaction value among holders of the token without staking or waiting for distributing.,,$55.03 ,0.003214 BTC,0.192211 BNB,,--,$74.00 ,--,"$444,202.00 ",,"1,232"
-,https://bscscan.com/token/images/goatgang_32.png,GoatGang (GGT),https://bscscan.com/token/0x0195Af07ff81E2dCdd40BB8F7719fb4426a978C9,"Goat Gang is a new evolution in the NFT world where you get real characters NFT that you hold and earn passive income in the stablecoin, GGT is a native token of Goat Gang.",,$44.08 ,0.002574 BTC,0.153964 BNB,,--,"$13,669,799.00 ",--,"$74,936,000.00 ",,38
-,https://bscscan.com/token/images/jetfuel_32.png,Fuel Token (Fuel),https://bscscan.com/token/0x2090c8295769791ab7a3cf1cc6e0aa19f35e441a,Jetfuel is a yield farming and yield aggregator platform on Binance Smart Chain (BSC).,,$21.81 ,0.001274 BTC,0.076195 BNB,-1.17%,$0.00 ,--,"$2,701,827.00 ","1,786",,
-,https://bscscan.com/token/images/valuedefi_32.png?=v1,vSWAP.fi (vBSWAP),https://bscscan.com/token/0x4f0ed527e8a95ecaa132af214dfd41f30b361600,"The Value DeFi protocol is a platform and suite of products that aim to bring fairness, true value, and innovation to Decentralized Finance.",,$9.98 ,0.000583 BTC,0.034859 BNB,,--,$52.00 ,--,"$83,353.00 ",,"7,159"
-,https://bscscan.com/token/images/metautopia_32.png?=v987,META-UTOPIA LAND (LAND),https://bscscan.com/token/0x9131066022B909C65eDD1aaf7fF213dACF4E86d0,Cultivation of land and population growth sets the foundation of the Meta-Utopia before building and development of the island commence. The target of the Meta-Utopia is to realize a sustainable virtual ecosystem and create a peaceful environment for all its citizens.,,$8.44 ,0.000493 BTC,0.029480 BNB,-2.83%,"$56,639.00 ",--,"$14,248,864.00 ","53,050",,
-,https://bscscan.com/token/images/ethereummessagesearch_32.png,Ethereum Message Search from Mainnet (EMS),https://bscscan.com/token/0x8444bd389e5db8ceaad7b95466a0b8a1939af1a9,EMSA allows you to explore and search the Ethereum blockchain for transactions with humanly understandable content.,,$8.27 ,0.000483 BTC,0.028886 BNB,,--,"$15,580.00 ",--,$992.00 ,,97
-,https://bscscan.com/token/images/pancake_32.png?=v1,PancakeSwap Token (Cake),https://bscscan.com/token/0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,PancakeSwap is a yield farming project whereby users can get FLIP (LP token) for staking and get CAKE token as reward. CAKE holders can swap CAKE for SYRUP for additional incentivized staking.,Cross-Chain,$3.95 ,0.000231 BTC,0.013802 BNB,,--,$0.00 ,--,"$4,007,365,359.00 ",,"1,298,821"
-,https://bscscan.com/token/images/boltshare_32.png,Bat True Share (BTS),https://bscscan.com/token/0xc2e1acef50ae55661855e8dcb72adb182a3cc259,Bat Dollar is an algorithmic stablecoin on Binance Smart Chain.,,$2.64 ,0.000154 BTC,0.009221 BNB,,--,$85.00 ,--,"$475,197.00 ",,"3,437"
-,https://bscscan.com/token/images/hookedprotocol_32.png,Hook Token (HOOK),https://bscscan.com/token/0xa260e12d2b924cb899ae80bb58123ac3fee1e2f0,Hooked Protocol is an on-ramp layer for massive web3 adoption to form the ecosystem of future community-owned economies.,,$2.34 ,0.000137 BTC,0.008173 BNB,-1.79%,"$47,717,872.00 ",--,"$1,170,000,000.00 ",916,,
-,https://bscscan.com/token/images/firo_32.png?v=2,Binance-Peg Firo Token (FIRO),https://bscscan.com/token/0xd5d0322b6bab6a762c79f8c81a0b674778e13aed,"Firo is a decentralized, open source, privacy-focused cryptocurrency. Firo transactions can utilize private Lelantus transactions that remove any associated transaction history from the coins.",Binance Peg,$1.89 ,0.000110 BTC,0.006601 BNB,,"$312,182.00 ",--,"$491,400.00 ","8,617",2.88%,
-,https://bscscan.com/token/images/7up_32.png,Seven Up Token (7UP),https://bscscan.com/token/0x29f350b3822f51dc29619c583adbc9628646e315,"7up.finance is Filecoin's lending and investment platform. Holders of FIL tokens can earn passive income by supplying FIL tokens to the platform for lending, while those in need can borrow FIL by collateralizing the corresponding amount of stablecoins on the platform.",,$1.60 ,0.000093 BTC,0.005571 BNB,-22.92%,$0.00 ,--,"$159,509.00 ","1,387",,
-,https://bscscan.com/token/images/custodiy_32.png,CUSTODIY $CTY (CTY),https://bscscan.com/token/0x188173379ac8963048afe01c5d3d5998fee67254,"CUSTODIY Platform for the creation of Smart contracts. Custodiy DApp to open contracts on multiple chains: ETH, BINANCE Custodiy uses stablecoins such as USDT, USDC, PAX, BUSD. All services on the Custodiy Webapp, such as opening contracts or archiving documents are paid for via $ CTY token.",,$1.52 ,0.000089 BTC,0.005309 BNB,,--,"$87,401.00 ",--,"$1,520,000.00 ",,586
-,https://bscscan.com/token/images/unimex_32.png,https://degen.trade/ (DGN),https://bscscan.com/token/0x72f28c09be1342447fa01ebc76ef508473d08c5c,Degen is a decentralized protocol for margin trading with liquidity providers. Features will vary between the two versions along with their respective fee structures.,,$1.15 ,0.000067 BTC,0.004017 BNB,,--,"$2,587.00 ",--,"$1,150,000.00 ",,"1,260"
-,https://bscscan.com/token/images/bscex_32.png,BSCX (BSCX),https://bscscan.com/token/0x5ac52ee5b2a633895292ff6d8a89bb9190451587,The BSCex aims to offer aggregating engine that will divide the order into many parts and execute each part in different AMMs to lower the risk of price slippage.,,$1.09 ,0.000064 BTC,0.003808 BNB,,$0.00 ,--,"$10,262,014.00 ","15,801",2.01%,
